fiscal_year,system_code,location_code,location_name,beds,managed_by_name,location_type_description,location_category_description,grades_text,grades_final_text,open_date,status_descriptions,primary_building_code,primary_address_line_1,state_code,x_coordinate,y_coordinate,longitude,latitude,community_district,council_district,census_tract,borough_block_lot,nta,nta_name,principal_name,principal_title,principal_phone_number,fax_number,geographical_district_code,administrative_district_code,administrative_district_name,community_school_sup_name,tier_3_support_location_name,tier_3_support_leader_name,tier_2_support_location_name,highschool_network_location,highschool_network_name,highschool_network,community_district_1,police_precinct
2020,09X117,X117,I.S. 117 Joseph H. Wade,320900010117,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",1938-07-01T00:00:00.000,Open,X117,1865 MORRIS AVENUE,NY,1009420,248441,-73.909022,40.848552,205,14,23301,2028270001,BX41,Mount Hope,DELISE JONES,Principal,718-583-7750,718-583-7658,9,9,COMMUNITY SCHOOL DISTRICT 09,"RODRIGUEZ-ROSARIO, LETICIA",NYCDOE Borough Office - Bronx,"SAFFER, NANCY",School Support Team 8- Bronx,NULL,NULL,NULL,205,46
2020,10X118,X118,J.H.S. 118 William W. Niles,321000010118,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",1939-07-01T00:00:00.000,Open,X118,577 EAST 179 STREET,NY,1013996,248501,-73.892482,40.848702,206,15,37504,2030690001,BX17,East Tremont,GIULIA COX,Principal,718-584-2330,718-584-7763,10,10,COMMUNITY SCHOOL DISTRICT 10,"HULLA, MARIBEL",NYCDOE Borough Office - Bronx,"SAFFER, NANCY",School Support Team 3- Bronx,NULL,NULL,NULL,206,48
2020,08X119,X119,The Dr. Emmett W. Bassett School,320800010119,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",1939-07-01T00:00:00.000,Open,X119,1075 PUGSLEY AVENUE,NY,1023716,241145,-73.857392,40.828474,209,18,4001,2037890021,BX55,Soundview-Bruckner,Kimberly Nohavicka,I.A. Principal,718-822-5198,718-239-3112,8,8,COMMUNITY SCHOOL DISTRICT 08,"TOBIA, ERIKA",NYCDOE Borough Office - Bronx,"SAFFER, NANCY",School Support Team 7- Bronx,NULL,NULL,NULL,209,43
2020,11X121,X121,P.S. 121 Throop,321100010121,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",1953-07-01T00:00:00.000,Open,X121,2750 THROOP AVENUE,NY,1025597,254993,-73.85051,40.866474,211,13,34800,2045260001,BX31,Allerton-Pelham Gardens,Jared Kreiner,I.A. Principal,718-654-2055,718-519-2613,11,11,COMMUNITY SCHOOL DISTRICT 11,"VAUGHAN, CRISTINE",NYCDOE Borough Office - Bronx,"SAFFER, NANCY",School Support Team 10- Bronx,NULL,NULL,NULL,211,49
2020,11X121,X121,P.S. 121 Throop,321100010121,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",1953-07-01T00:00:00.000,Open,X121,2750 THROOP AVENUE,NY,1025597,254993,-73.85051,40.866474,211,13,34800,2045260001,BX31,Allerton-Pelham Gardens,Jared Kreiner,I.A. Principal,718-654-2055,718-519-2613,11,11,COMMUNITY SCHOOL DISTRICT 11,"VAUGHAN, CRISTINE",NYCDOE Borough Office - Bronx,"SAFFER, NANCY",School Support Team 10- Bronx,NULL,NULL,NULL,211,49
2020,08X123,X123,J.H.S. 123 James M. Kieran,320800010123,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",1953-07-01T00:00:00.000,Open,X123,1025 MORRISON AVENUE,NY,1019077,239868,-73.874162,40.824989,209,18,4800,2037180001,BX55,Soundview-Bruckner,RICHARD HALLENBECK JR,Principal,718-328-2105,718-328-8561,8,8,COMMUNITY SCHOOL DISTRICT 08,"TOBIA, ERIKA",NYCDOE Borough Office - Bronx,"SAFFER, NANCY",School Support Team 7- Bronx,NULL,NULL,NULL,209,43
2020,08X125,X125,J.H.S. 125 Henry Hudson,320800010125,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",1952-07-01T00:00:00.000,Closed,X125,1111 PUGSLEY AVENUE,NY,1023580,241392,-73.857882,40.829153,209,18,4001,2037900040,BX55,Soundview-Bruckner,Michael Collins,PRINCIPAL,718-822-5186,718-239-3121,8,8,COMMUNITY SCHOOL DISTRICT 08,"AMES, KAREN",NULL,NULL,NULL,NULL,NULL,NULL,209,43
2020,09X126,X126,P.S. 126 Dr Marjorie H Dunbar,320900010126,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05,06",1971-07-01T00:00:00.000,Open,X126,175 WEST 166 STREET,NY,1004118,243814,-73.9282,40.835866,204,16,19900,2025260083,BX26,Highbridge,PRINCESS KENT,I.A. Principal,718-681-6120,718-681-6131,9,9,COMMUNITY SCHOOL DISTRICT 09,"RODRIGUEZ-ROSARIO, LETICIA",NYCDOE Borough Office - Bronx,"SAFFER, NANCY",School Support Team 8- Bronx,NULL,NULL,NULL,204,44
2020,11X127,X127,J.H.S. 127 The Castle Hill,321100010127,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",1953-07-01T00:00:00.000,Open,X127,1560 PURDY STREET,NY,1024869,244894,-73.853203,40.838759,209,18,22200,2039480055,BX46,Parkchester,HARRY SHERMAN,Principal,718-892-8600,718-892-8300,11,11,COMMUNITY SCHOOL DISTRICT 11,"VAUGHAN, CRISTINE",NYCDOE Borough Office - Bronx,"SAFFER, NANCY",School Support Team 9- Bronx,NULL,NULL,NULL,209,43
2020,09X128,X128,Mott Hall III,320900010128,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",2001-07-01T00:00:00.000,Open,X110,580 CROTONA PARK SOUTH,NY,1011741,243313,-73.900654,40.83447,203,16,14900,2029320001,BX35,Morrisania-Melrose,JORISIS STUPART,Principal,718-842-6138,718-842-6348,9,9,COMMUNITY SCHOOL DISTRICT 09,"RODRIGUEZ-ROSARIO, LETICIA",NYCDOE Borough Office - Bronx,"SAFFER, NANCY",School Support Team 8- Bronx,NULL,NULL,NULL,203,42
2020,12X129,X129,M.S. 129 Academy for Independent Learning and Lead,321200010129,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",1971-07-01T00:00:00.000,Open,X129,2055 MAPES AVENUE,NY,1015591,247565,-73.886721,40.846128,206,15,37100,2031090001,BX17,East Tremont,Jason Reyes,Principal,718-933-5976,718-933-8132,12,12,COMMUNITY SCHOOL DISTRICT 12,"ROSADO, JACQUELINE",NYCDOE Borough Office - Bronx,"SAFFER, NANCY",School Support Team 5- Bronx,NULL,NULL,NULL,206,48
2020,08X130,X130,P.S. 130 Abram Stevens Hewitt,320800010130,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",1956-07-01T00:00:00.000,Open,X130,750 PROSPECT AVENUE,NY,1011456,237218,-73.901709,40.817742,202,17,8500,2026880001,BX33,Longwood,LOURDES VELAZQUEZ,Principal,718-665-0962,718-292-0417,8,8,COMMUNITY SCHOOL DISTRICT 08,"TOBIA, ERIKA",NYCDOE Borough Office - Bronx,"SAFFER, NANCY",School Support Team 7- Bronx,NULL,NULL,NULL,202,41
2020,08X131,X131,J.H.S. 131 Albert Einstein,320800010131,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",1966-07-01T00:00:00.000,Open,X131,885 BOLTON AVENUE,NY,1022998,239122,-73.859998,40.822925,209,18,4200,2036440001,BX09,Soundview-Castle Hill-Clason Point-Harding Park,Monique Mason,Principal,718-991-7490,718-328-6705,8,8,COMMUNITY SCHOOL DISTRICT 08,"TOBIA, ERIKA",NYCDOE Borough Office - Bronx,"SAFFER, NANCY",School Support Team 7- Bronx,NULL,NULL,NULL,209,43
2020,09X132,X132,P.S. 132 Garret A. Morgan,320900010132,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",1960-07-01T00:00:00.000,Open,X132,1245 WASHINGTON AVENUE,NY,1009949,242475,-73.907133,40.832175,203,16,14500,2023900001,BX01,Claremont-Bathgate,ANISSA REILLY,Principal,718-681-6455,718-681-6466,9,9,COMMUNITY SCHOOL DISTRICT 09,"RODRIGUEZ-ROSARIO, LETICIA",NYCDOE Borough Office - Bronx,"SAFFER, NANCY",School Support Team 8- Bronx,NULL,NULL,NULL,203,42
2020,12X134,X134,P.S. 134 George F. Bristow,321200010134,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",1965-07-01T00:00:00.000,Open,X134,1330 BRISTOW STREET,NY,1013517,242274,-73.894241,40.831613,203,17,15300,2029650082,BX75,Crotona Park East,MARTIN ALVARADO,Principal,718-328-3351,718-589-7581,12,12,COMMUNITY SCHOOL DISTRICT 12,"ROSADO, JACQUELINE",NYCDOE Borough Office - Bronx,"SAFFER, NANCY",School Support Team 5- Bronx,NULL,NULL,NULL,203,42
2020,08X138,X138,P.S. 138 Samuel Randall,320800010138,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",1958-07-01T00:00:00.000,Open,X138,2060 LAFAYETTE AVENUE,NY,1024892,238893,-73.853157,40.822288,209,18,7400,2036090016,BX09,Soundview-Castle Hill-Clason Point-Harding Park,Jeanna Dickerson,Principal,718-822-5325,718-239-3114,8,8,COMMUNITY SCHOOL DISTRICT 08,"TOBIA, ERIKA",NYCDOE Borough Office - Bronx,"SAFFER, NANCY",School Support Team 7- Bronx,NULL,NULL,NULL,209,43
2020,08X140,X140,P.S. X140 The Eagle School,320800010140,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",1957-07-01T00:00:00.000,Open,X140,916 EAGLE AVENUE,NY,1009854,239248,-73.907489,40.823318,203,17,18500,2026270009,BX35,Morrisania-Melrose,PAUL CANNON,Principal,718-585-1205,718-292-1349,8,8,COMMUNITY SCHOOL DISTRICT 08,"TOBIA, ERIKA",NYCDOE Borough Office - Bronx,"SAFFER, NANCY",School Support Team 7- Bronx,NULL,NULL,NULL,203,42
2020,10X141,X141,Riverdale / Kingsbridge Academy (Middle School / H,321000011141,DOE,General Academic,Secondary School,"06,07,08,09,10,11,12,SE","06,07,08,09,10,11,12",1957-07-01T00:00:00.000,Open,X141,660 WEST 237 STREET,NY,1007990,262596,-73.914141,40.887407,208,11,30900,2059180376,BX22,North Riverdale-Fieldston-Riverdale,LORI OMARA,Principal,718-796-8516,718-796-8657,10,10,COMMUNITY SCHOOL DISTRICT 10,"HULLA, MARIBEL",NYCDOE Borough Office - Bronx,"SAFFER, NANCY",School Support Team 4- Bronx,NULL,NULL,NULL,208,50
2020,11X142,X142,MS 142 John Philip Sousa,321100010142,DOE,General Academic,Junior High-Intermediate-Middle,"07,08,SE","06,07,08",1958-07-01T00:00:00.000,Closed,X142,3750 BAYCHESTER AVENUE,NY,1028579,262113,-73.839682,40.886002,212,12,48400,2049350001,BX03,Eastchester-Edenwald-Baychester,Louisa Palmer,I.A. PRINCIPAL,718-231-0100,718-231-3046,11,11,COMMUNITY SCHOOL DISTRICT 11,"LOPEZ, MARIA",NULL,NULL,NULL,NULL,NULL,NULL,212,47
2020,10X143,X143,JHS 143 John Peter Tetard,321000010143,DOE,General Academic,Junior High-Intermediate-Middle,"09,SE","06,07,08",1957-07-01T00:00:00.000,Closed,X143,120 WEST 231 STREET,NY,1011601,258411,-73.9011,40.8759,208,14,27300,2032530141,BX28,Van Cortlandt Village,Frank Fasolino,Principal,718-796-8170,718-796-7051,10,10,COMMUNITY SCHOOL DISTRICT 10,Sonia Menendez,NULL,NULL,NULL,NULL,NULL,NULL,208,50
2020,11X144,X144,J.H.S. 144 Michelangelo,321100010144,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",1968-07-01T00:00:00.000,Open,X144,2545 GUNTHER AVENUE,NY,1029467,254041,-73.836525,40.863842,211,13,31000,2044930001,BX31,Allerton-Pelham Gardens,Ellen Barrett,Principal,718-794-9749,718-794-9755,11,11,COMMUNITY SCHOOL DISTRICT 11,"VAUGHAN, CRISTINE",NYCDOE Borough Office - Bronx,"SAFFER, NANCY",School Support Team 9- Bronx,NULL,NULL,NULL,211,49
2020,09X145,X145,J.H.S. 145 Arturo Toscanini,320900010145,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","05,06,07,08",1965-07-01T00:00:00.000,Closed,X145,1000 TELLER AVENUE,NY,1008032,240747,-73.914067,40.827438,204,16,17300,2024240001,BX14,East Concourse-Concourse Village,Lauren Wilkins,PRINCIPAL,718-681-7219,718-681-6913,9,9,COMMUNITY SCHOOL DISTRICT 09,"RODRIGUEZ-ROSARIO, LETICIA",NULL,NULL,NULL,NULL,NULL,NULL,204,44
2020,08X146,X146,P.S. 146 Edward Collins,320800010146,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",1958-07-01T00:00:00.000,Open,X146,968 CAULDWELL AVENUE,NY,1010339,239758,-73.905734,40.824717,203,16,18500,2026320027,BX35,Morrisania-Melrose,Ronald Laurent,Principal,718-378-9664,718-328-5858,8,8,COMMUNITY SCHOOL DISTRICT 08,"TOBIA, ERIKA",NYCDOE Borough Office - Bronx,"SAFFER, NANCY",School Support Team 7- Bronx,NULL,NULL,NULL,203,42
2020,07X149,X149,JHS 149 Elijah Clark,320700010149,DOE,General Academic,Junior High-Intermediate-Middle,NULL,"07,08,09",1958-07-01T00:00:00.000,Closed,X149,360 EAST 145 STREET,NY,1006185,235839,-73.9208,40.814,201,8,4300,2023060054,BX39,Mott Haven-Port Morris,NULL,NULL,718-292-2211,718-292-2172,7,7,COMMUNITY SCHOOL DISTRICT 07,Yolanda Torres,NULL,NULL,NULL,NULL,NULL,NULL,201,40
2020,12X150,X150,P.S. 150 Charles James Fox,321200010150,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",1960-07-01T00:00:00.000,Open,X150,920 EAST 167 STREET,NY,1013490,239759,-73.894349,40.82471,202,17,12701,2027170005,BX27,Hunts Point,NORMA SANCHEZ,Principal,718-328-7729,718-589-7590,12,12,COMMUNITY SCHOOL DISTRICT 12,"ROSADO, JACQUELINE",NYCDOE Borough Office - Bronx,"SAFFER, NANCY",School Support Team 5- Bronx,NULL,NULL,NULL,202,41
2020,07X151,X151,J.H.S. 151 Lou Gehrig,320700010151,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",1971-07-01T00:00:00.000,Open,X151,250 EAST 156 STREET,NY,1006076,238973,-73.92114,40.822574,204,17,6100,2024430190,BX14,East Concourse-Concourse Village,Diedra Thomas,I.A. Principal,718-292-0260,718-292-5704,7,7,COMMUNITY SCHOOL DISTRICT 07,"ALVAREZ, RAFAEL",NYCDOE Borough Office - Bronx,"SAFFER, NANCY",School Support Team 6- Bronx,NULL,NULL,NULL,204,44
2020,08X152,X152,P.S. 152 Evergreen,320800010152,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05,SE",1975-07-01T00:00:00.000,Open,X152,1007 EVERGREEN AVENUE,NY,1017329,239484,-73.880479,40.823941,209,17,5200,2037110001,BX55,Soundview-Bruckner,Christine Baez,I.A. Principal,718-589-4560,718-328-5867,8,8,COMMUNITY SCHOOL DISTRICT 08,"TOBIA, ERIKA",NYCDOE Borough Office - Bronx,"SAFFER, NANCY",School Support Team 7- Bronx,NULL,NULL,NULL,209,43
2020,11X153,X153,P.S. 153 Helen Keller,321100010153,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","0K,01,02,03,04,05",1971-07-01T00:00:00.000,Open,X153,650 BAYCHESTER AVENUE,NY,1030803,257757,-73.831669,40.874035,210,12,46201,2051410150,BX13,Co-op City,"KELLEY, MEGHAN",Principal,718-904-5550,718-904-5564,11,11,COMMUNITY SCHOOL DISTRICT 11,"VAUGHAN, CRISTINE",NYCDOE Borough Office - Bronx,"SAFFER, NANCY",School Support Team 10- Bronx,NULL,NULL,NULL,210,45
2020,07X154,X154,P.S. 154 Jonathan D. Hyatt,320700010154,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",1962-07-01T00:00:00.000,Open,X154,333 EAST 135 STREET,NY,1004885,233733,-73.925459,40.808194,201,8,2300,2022980001,BX39,Mott Haven-Port Morris,Dr. Alison Coviello,Principal,718-292-4742,718-292-4721,7,7,COMMUNITY SCHOOL DISTRICT 07,"ALVAREZ, RAFAEL",NYCDOE Borough Office - Bronx,"SAFFER, NANCY",School Support Team 6- Bronx,NULL,NULL,NULL,201,40
2020,07X156,X156,P.S. 156 Benjamin Banneker,320700010156,DOE,General Academic,Elementary,NULL,"PK,0K,01,02,03,04,05,06",1972-07-01T00:00:00.000,Closed,X156,750 CONCOURSE VILLAGE W,NY,1005473,239191,-73.9204,40.8222,204,17,6100,2024430079,BX14,East Concourse-Concourse Village,James Lee,Principal,718-292-5070,718-292-5071,7,7,COMMUNITY SCHOOL DISTRICT 07,Yolanda Torres,NULL,NULL,NULL,NULL,NULL,NULL,204,44
2020,07X157,X157,P.S. 157 Grove Hill,320700010157,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",1967-07-01T00:00:00.000,Open,X157,757 CAULDWELL AVENUE,NY,1009447,237827,-73.908965,40.819419,201,17,7500,2026250001,BX34,Melrose South-Mott Haven North,RAMONA DURAN,Principal,718-292-5255,718-292-5258,7,7,COMMUNITY SCHOOL DISTRICT 07,"ALVAREZ, RAFAEL",NYCDOE Borough Office - Bronx,"SAFFER, NANCY",School Support Team 6- Bronx,NULL,NULL,NULL,201,40
2020,12X158,X158,I S 158 Theodore Gathings,321200010158,DOE,General Academic,Junior High-Intermediate-Middle,NULL,"06,07,08",1974-07-01T00:00:00.000,Closed,X158,800 HOME STREET,NY,1011896,240862,-73.9001,40.8277,203,16,13100,2026710011,BX33,Longwood,Marsha Elliot,Principal,718-542-1155,718-589-8067,12,12,COMMUNITY SCHOOL DISTRICT 12,Myrna Rodriguez,NULL,NULL,NULL,NULL,NULL,NULL,203,42
2020,10X159,X159,P.S. 159 Luis Munoz Marin Biling,321000010159,DOE,General Academic,Elementary,"0K,01,02,03,04,05","0K,01,02,03,04,05",1992-02-19T00:00:00.000,Open,X159,2315 WASHINGTON AVENUE,NY,1013812,251043,-73.893136,40.85568,206,15,38500,2030380065,BX01,Claremont-Bathgate,LUIS LIZ,Principal,718-584-6140,718-584-7794,10,10,COMMUNITY SCHOOL DISTRICT 10,"HULLA, MARIBEL",NYCDOE Borough Office - Bronx,"SAFFER, NANCY",School Support Team 3- Bronx,NULL,NULL,NULL,206,48
2020,11X160,X160,P.S. 160 Walt Disney,321100010160,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","0K,01,02,03,04,05",1972-07-01T00:00:00.000,Open,X160,4140 HUTCHINSON RIVER PKWAY EA,NY,1032982,254132,-73.823816,40.864073,210,12,30200,2051350200,BX13,Co-op City,LORI BAKER,Principal,718-822-8402,718-822-8146,11,11,COMMUNITY SCHOOL DISTRICT 11,"VAUGHAN, CRISTINE",NYCDOE Borough Office - Bronx,"SAFFER, NANCY",School Support Team 10- Bronx,NULL,NULL,NULL,210,45
2020,07X161,X161,P.S. 161 Juan Ponce De Leon School,320700010161,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",1968-07-01T00:00:00.000,Open,X161,628 TINTON AVENUE,NY,1010482,235915,-73.905233,40.814168,201,8,7900,2026640029,BX34,Melrose South-Mott Haven North,Eliamarie Soto,Principal,718-292-5478,718-292-5476,7,7,COMMUNITY SCHOOL DISTRICT 07,"ALVAREZ, RAFAEL",NYCDOE Borough Office - Bronx,"SAFFER, NANCY",School Support Team 6- Bronx,NULL,NULL,NULL,201,40
2020,07X162,X162,J.H.S. 162 Lola Rodriguez De Tio,320700010162,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",1971-07-01T00:00:00.000,Closed,X162,600 SAINT ANN'S AVENUE,NY,1008598,236164,-73.912038,40.814857,201,17,7300,2026160001,BX34,Melrose South-Mott Haven North,Deborah Sanabria,PRINCIPAL,718-292-0880,718-292-5735,7,7,COMMUNITY SCHOOL DISTRICT 07,"ALVAREZ, ELISA",NULL,NULL,NULL,NULL,NULL,NULL,201,40
2020,09X163,X163,P.S. 163 Arthur A. Schomburg,320900010163,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","0K,01,02,03,04,05",1975-07-01T00:00:00.000,Open,X163,2075 WEBSTER AVENUE,NY,1012190,249591,-73.899005,40.8517,205,15,37900,2031420048,BX41,Mount Hope,Barbara Headley,Principal,718-584-3045,718-584-3276,9,9,COMMUNITY SCHOOL DISTRICT 09,"RODRIGUEZ-ROSARIO, LETICIA",NYCDOE Borough Office - Bronx,"SAFFER, NANCY",School Support Team 10- Bronx,NULL,NULL,NULL,205,46
2020,09X166,X166,J.H.S. 166 Roberto Clemente,320900010166,DOE,General Academic,Junior High-Intermediate-Middle,"08,SE","05,06,07,08",1972-07-01T00:00:00.000,Closed,X166,250 EAST 164 STREET,NY,1007025,240954,-73.917705,40.828009,204,16,18302,2024460043,BX14,East Concourse-Concourse Village,LAUREN REISS,PRINCIPAL,718-681-6334,718-537-6043,9,9,COMMUNITY SCHOOL DISTRICT 09,"ESPOSITO, DOLORES",NULL,NULL,NULL,NULL,NULL,NULL,204,44
2020,75X168,X168,P.S. 168,307500012168,DOE,Special Education,K-12 all grades,"PK,0K,01,02,03,04,05,06,07,08,09,10,11,SE","PK,01,02,03,04,05,06,07,08,09,10,11,12,SE",1997-05-30T00:00:00.000,Open,X020,3050 WEBSTER AVENUE,NY,1017790,256077,-73.878731,40.869482,207,11,42500,2033300001,BX43,Norwood,MAUREEN FULLERTON,Principal,718-585-2100,718-585-8316,10,75,CITYWIDE SPECIAL EDUCATION,"LOUISSAINT, KETLER",D75 CITYWIDE BCO,Tillman Roberto,Children First Network 752,NULL,NULL,NULL,207,52
2020,11X169,X169,Baychester Academy,321100010169,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",2009-07-01T00:00:00.000,Open,X169,3500 EDSON AVENUE,NY,1028664,260416,-73.839386,40.881344,212,12,46000,2048940001,BX03,Eastchester-Edenwald-Baychester,Kendra Gardner,I.A. Principal,718-325-1138,718-325-1558,11,11,COMMUNITY SCHOOL DISTRICT 11,"VAUGHAN, CRISTINE",NYCDOE Borough Office - Bronx,"SAFFER, NANCY",School Support Team 9- Bronx,NULL,NULL,NULL,212,47
2020,09X170,X170,P.S. 170,320900010170,DOE,General Academic,Early Childhood,"PK,0K,01,02,SE","0K,01,02",1993-07-01T00:00:00.000,Open,X170,1598 TOWNSEND AVENUE,NY,1008251,246915,-73.913253,40.844367,204,14,22702,2028470041,BX41,Mount Hope,Sonia Acevedo Suarez,Principal,718-583-0662,718-583-0685,9,9,COMMUNITY SCHOOL DISTRICT 09,"RODRIGUEZ-ROSARIO, LETICIA",NYCDOE Borough Office - Bronx,"SAFFER, NANCY",School Support Team 10- Bronx,NULL,NULL,NULL,204,44
2020,08X174,X174,I.S. 174 Eugene T. Maleska,320800010174,DOE,General Academic,Junior High-Intermediate-Middle,"08,SE","05,06,07,08",1972-07-01T00:00:00.000,Closed,X174,456 WHITE PLAINS ROAD,NY,1023957,236133,-73.8566,40.8147,209,18,400,2034780018,BX09,Soundview-Castle Hill-Clason Point-Harding Park,Sharon Delaney,Principal,718-617-5293,718-328-3124,8,8,COMMUNITY SCHOOL DISTRICT 08,Dov Rokeach,NULL,NULL,NULL,NULL,NULL,NULL,209,43
2020,11X175,X175,P.S. 175 City Island,321100010175,DOE,General Academic,K-8,"0K,01,02,03,04,05,06,07,08,SE","0K,01,02,03,04,05,06,07,08",1975-07-01T00:00:00.000,Open,X175,200 CITY ISLAND AVENUE,NY,1044140,246972,-73.78354,40.844353,210,13,51600,2056410280,BX10,Pelham Bay-Country Club-City Island,JULIE PORRAS,Principal,718-885-1093,718-885-2315,11,11,COMMUNITY SCHOOL DISTRICT 11,"VAUGHAN, CRISTINE",NYCDOE Borough Office - Bronx,"SAFFER, NANCY",School Support Team 10- Bronx,NULL,NULL,NULL,210,45
2020,75X176,X176,P.S. X176,307500012176,DOE,Special Education,K-12 all grades,"06,07,08,09,10,11,12,SE","PK,01,02,03,04,05,06,07,08,09,10,11,12,SE",1999-07-01T00:00:00.000,Open,X455,750 BAYCHESTER AVENUE,NY,1030803,257757,-73.831669,40.874035,210,12,46201,2051410150,BX13,Co-op City,ALEXANDRA GUERRIERO,Principal,718-904-5700,718-904-5689,11,75,CITYWIDE SPECIAL EDUCATION,"LOUISSAINT, KETLER",D75 CITYWIDE BCO,Tillman Roberto,Children First Network 752,NULL,NULL,NULL,210,45
2020,11X178,X178,P.S. 178 - Dr. Selman Waksman,321100010178,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","0K,01,02,03,04,05",1972-07-01T00:00:00.000,Open,X178,850 BAYCHESTER AVENUE,NY,1030803,257757,-73.831669,40.874035,210,12,46201,2051410150,BX13,Co-op City,Schwanna Ellman,I.A. Principal,718-904-5570,718-904-5575,11,11,COMMUNITY SCHOOL DISTRICT 11,"VAUGHAN, CRISTINE",NYCDOE Borough Office - Bronx,"SAFFER, NANCY",School Support Team 10- Bronx,NULL,NULL,NULL,210,45
2020,07X179,X179,P.S. 179,320700010179,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",2001-07-01T00:00:00.000,Open,X040,468 EAST 140 STREET,NY,1006459,234057,-73.919773,40.80908,201,8,3900,2022840034,BX39,Mott Haven-Port Morris,SHERRY FONT WILLIAMS,Principal,718-292-2237,718-292-3623,7,7,COMMUNITY SCHOOL DISTRICT 07,"ALVAREZ, RAFAEL",NYCDOE Borough Office - Bronx,"SAFFER, NANCY",School Support Team 6- Bronx,NULL,NULL,NULL,201,40
2020,11X180,X180,M.S. 180 Dr. Daniel Hale Williams,321100010180,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",1972-07-01T00:00:00.000,Open,X180,700 BAYCHESTER AVENUE,NY,1030803,257757,-73.831669,40.874035,210,12,46201,2051410150,BX13,Co-op City,MARLON WILLIAMS,Principal,718-904-5650,718-904-5655,11,11,COMMUNITY SCHOOL DISTRICT 11,"VAUGHAN, CRISTINE",NYCDOE Borough Office - Bronx,"SAFFER, NANCY",School Support Team 10- Bronx,NULL,NULL,NULL,210,45
2020,11X181,X181,I.S. 181 Pablo Casals,321100010181,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",1972-07-01T00:00:00.000,Open,X181,800 BAYCHESTER AVENUE,NY,1030803,257757,-73.831669,40.874035,210,12,46201,2051410150,BX13,Co-op City,CHRISTOPHE WARNOCK,Principal,718-904-5600,718-904-5620,11,11,COMMUNITY SCHOOL DISTRICT 11,"VAUGHAN, CRISTINE",NYCDOE Borough Office - Bronx,"SAFFER, NANCY",School Support Team 9- Bronx,NULL,NULL,NULL,210,45
