unique_id,indicator_id,name,measure,measure_info,geo_type_name,geo_join_id,geo_place_name,time_period,start_date,data_value
518510,653,Asthma emergency departments visits due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,107,Hunts Point - Mott Haven,2012-2014,2012-01-02,237.6
130811,648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,307,Gramercy Park - Murray Hill,2005-2007,2005-01-01,61.7
518607,655,Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,201,Greenpoint,2012-2014,2012-01-02,6.4
518511,653,Asthma emergency departments visits due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,201,Greenpoint,2012-2014,2012-01-02,50.5
518604,655,Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,105,Crotona -Tremont,2012-2014,2012-01-02,44.8
628976,655,Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,205,Sunset Park,2015-2017,2015-01-01,6.3
628880,653,Asthma emergency departments visits due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,205,Sunset Park,2015-2017,2015-01-01,47.4
629005,655,Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,503,Willowbrook,2015-2017,2015-01-01,5.6
628909,653,Asthma emergency departments visits due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,503,Willowbrook,2015-2017,2015-01-01,30.4
518544,653,Asthma emergency departments visits due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,503,Willowbrook,2012-2014,2012-01-02,35.5
518640,655,Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,503,Willowbrook,2012-2014,2012-01-02,7.1
518630,655,Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,403,Flushing - Clearview,2012-2014,2012-01-02,8.8
629002,655,Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,410,Rockaways,2015-2017,2015-01-01,11
628906,653,Asthma emergency departments visits due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,410,Rockaways,2015-2017,2015-01-01,84.8
518530,653,Asthma emergency departments visits due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,309,Union Square - Lower East Side,2012-2014,2012-01-02,127
518626,655,Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,309,Union Square - Lower East Side,2012-2014,2012-01-02,14.1
628895,653,Asthma emergency departments visits due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,309,Union Square - Lower East Side,2015-2017,2015-01-01,124.9
628970,655,Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,106,High Bridge - Morrisania,2015-2017,2015-01-01,39.4
518534,653,Asthma emergency departments visits due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,403,Flushing - Clearview,2012-2014,2012-01-02,39.2
628995,655,Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,403,Flushing - Clearview,2015-2017,2015-01-01,8.5
827473,648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,103,Fordham - Bronx Pk,2017-2019,2017-01-01,112
827471,648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,105,Crotona -Tremont,2017-2019,2017-01-01,119
827475,648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,101,Kingsbridge - Riverdale,2017-2019,2017-01-01,48
518628,655,Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,401,Long Island City - Astoria,2012-2014,2012-01-02,11.2
827450,648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,308,Greenwich Village - SoHo,2017-2019,2017-01-01,14
130812,648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,308,Greenwich Village - SoHo,2005-2007,2005-01-01,25.6
827462,648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,207,East Flatbush - Flatbush,2017-2019,2017-01-01,75
130801,648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,208,Canarsie - Flatlands,2005-2007,2005-01-01,91.9
131157,655,Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,407,Southwest Queens,2005-2007,2005-01-01,14
518608,655,Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,202,Downtown - Heights - Slope,2012-2014,2012-01-02,17.1
628966,655,Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,102,Northeast Bronx,2015-2017,2015-01-01,33.3
628988,655,Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,306,Chelsea - Clinton,2015-2017,2015-01-01,9.4
827855,653,Asthma emergency departments visits due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,406,Fresh Meadows,2017-2019,2017-01-01,57
828046,655,Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,406,Fresh Meadows,2017-2019,2017-01-01,11
518683,661,Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,408,Jamaica,2012-2014,2012-01-02,5.9
629048,661,Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,408,Jamaica,2015-2017,2015-01-01,4.3
130814,648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,310,Lower Manhattan,2005-2007,2005-01-01,71.6
827449,648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,309,Union Square - Lower East Side,2017-2019,2017-01-01,90
130813,648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,309,Union Square - Lower East Side,2005-2007,2005-01-01,124.9
828050,655,Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,410,Rockaways,2017-2019,2017-01-01,9
131160,655,Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,410,Rockaways,2005-2007,2005-01-01,38.1
131064,653,Asthma emergency departments visits due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,410,Rockaways,2005-2007,2005-01-01,135.2
828040,655,Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,310,Lower Manhattan,2017-2019,2017-01-01,5
131054,653,Asthma emergency departments visits due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,310,Lower Manhattan,2005-2007,2005-01-01,57.2
131150,655,Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,310,Lower Manhattan,2005-2007,2005-01-01,8.1
828039,655,Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,309,Union Square - Lower East Side,2017-2019,2017-01-01,9
130817,648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,403,Flushing - Clearview,2005-2007,2005-01-01,48.7
131059,653,Asthma emergency departments visits due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,405,Ridgewood - Forest Hills,2005-2007,2005-01-01,40.4
131155,655,Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,405,Ridgewood - Forest Hills,2005-2007,2005-01-01,17.5
518688,661,Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,503,Willowbrook,2012-2014,2012-01-02,3.6
629053,661,Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,503,Willowbrook,2015-2017,2015-01-01,2.6
628466,648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,402,West Queens,2015-2017,2015-01-01,60.2
131440,648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,402,West Queens,2009-2011,2009-01-01,75.2
518639,655,Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,502,Stapleton - St. George,2012-2014,2012-01-02,17.3
629027,661,Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,208,Canarsie - Flatlands,2015-2017,2015-01-01,2.9
628942,659,Asthma emergency departments visits due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,308,Greenwich Village - SoHo,2015-2017,2015-01-01,8.6
629036,661,Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,306,Chelsea - Clinton,2015-2017,2015-01-01,1.1
518684,661,Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,409,Southeast Queens,2012-2014,2012-01-02,3.9
130816,648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,402,West Queens,2005-2007,2005-01-01,89.3
628898,653,Asthma emergency departments visits due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,402,West Queens,2015-2017,2015-01-01,80.7
518687,661,Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,502,Stapleton - St. George,2012-2014,2012-01-02,8.6
629042,661,Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,402,West Queens,2015-2017,2015-01-01,2.3
629043,661,Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,403,Flushing - Clearview,2015-2017,2015-01-01,1.4
628928,659,Asthma emergency departments visits due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,205,Sunset Park,2015-2017,2015-01-01,26.9
518660,661,Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,206,Borough Park,2012-2014,2012-01-02,2.6
518589,659,Asthma emergency departments visits due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,410,Rockaways,2012-2014,2012-01-02,72.6
628954,659,Asthma emergency departments visits due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,410,Rockaways,2015-2017,2015-01-01,63
628943,659,Asthma emergency departments visits due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,309,Union Square - Lower East Side,2015-2017,2015-01-01,40.7
518578,659,Asthma emergency departments visits due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,309,Union Square - Lower East Side,2012-2014,2012-01-02,40.9
628944,659,Asthma emergency departments visits due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,310,Lower Manhattan,2015-2017,2015-01-01,28.9
518557,659,Asthma emergency departments visits due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,106,High Bridge - Morrisania,2012-2014,2012-01-02,134.5
628922,659,Asthma emergency departments visits due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,106,High Bridge - Morrisania,2015-2017,2015-01-01,124.9
518564,659,Asthma emergency departments visits due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,206,Borough Park,2012-2014,2012-01-02,15.1
628933,659,Asthma emergency departments visits due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,210,Coney Island - Sheepshead Bay,2015-2017,2015-01-01,27.7
827434,648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,504,South Beach - Tottenville,2017-2019,2017-01-01,11
130828,648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,504,South Beach - Tottenville,2005-2007,2005-01-01,24
518905,648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,211,Williamsburg - Bushwick,2012-2014,2012-01-02,165.2585355
518919,648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,404,Bayside - Little Neck,2012-2014,2012-01-02,13.43512341
628468,648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,404,Bayside - Little Neck,2015-2017,2015-01-01,12.2
827414,657,Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,207,East Flatbush - Flatbush,2017-2019,2017-01-01,37
827402,657,Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,308,Greenwich Village - SoHo,2017-2019,2017-01-01,6
131244,657,Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,308,Greenwich Village - SoHo,2005-2007,2005-01-01,11.6
518566,659,Asthma emergency departments visits due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,208,Canarsie - Flatlands,2012-2014,2012-01-02,52.2
518577,659,Asthma emergency departments visits due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,308,Greenwich Village - SoHo,2012-2014,2012-01-02,7.7
518587,659,Asthma emergency departments visits due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,408,Jamaica,2012-2014,2012-01-02,61.5
628952,659,Asthma emergency departments visits due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,408,Jamaica,2015-2017,2015-01-01,49
518576,659,Asthma emergency departments visits due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,307,Gramercy Park - Murray Hill,2012-2014,2012-01-02,22.5
628941,659,Asthma emergency departments visits due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,307,Gramercy Park - Murray Hill,2015-2017,2015-01-01,21.5
628926,659,Asthma emergency departments visits due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,203,Bedford Stuyvesant - Crown Heights,2015-2017,2015-01-01,100.2
518561,659,Asthma emergency departments visits due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,203,Bedford Stuyvesant - Crown Heights,2012-2014,2012-01-02,124.3
628921,659,Asthma emergency departments visits due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,105,Crotona -Tremont,2015-2017,2015-01-01,112
518574,659,Asthma emergency departments visits due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,305,Upper East Side,2012-2014,2012-01-02,8.8
628957,659,Asthma emergency departments visits due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,503,Willowbrook,2015-2017,2015-01-01,21.4
518592,659,Asthma emergency departments visits due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,503,Willowbrook,2012-2014,2012-01-02,21.6
518582,659,Asthma emergency departments visits due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,403,Flushing - Clearview,2012-2014,2012-01-02,13.5
628947,659,Asthma emergency departments visits due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,403,Flushing - Clearview,2015-2017,2015-01-01,11.9
827423,657,Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,105,Crotona -Tremont,2017-2019,2017-01-01,67
131249,657,Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,403,Flushing - Clearview,2005-2007,2005-01-01,13.3
827395,657,Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,405,Ridgewood - Forest Hills,2017-2019,2017-01-01,9
628919,659,Asthma emergency departments visits due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,103,Fordham - Bronx Pk,2015-2017,2015-01-01,85.5
518559,659,Asthma emergency departments visits due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,201,Greenpoint,2012-2014,2012-01-02,32.1
628945,659,Asthma emergency departments visits due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,401,Long Island City - Astoria,2015-2017,2015-01-01,28.7
827427,657,Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,101,Kingsbridge - Riverdale,2017-2019,2017-01-01,16
827399,657,Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,401,Long Island City - Astoria,2017-2019,2017-01-01,16
518580,659,Asthma emergency departments visits due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,401,Long Island City - Astoria,2012-2014,2012-01-02,31.2
518570,659,Asthma emergency departments visits due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,301,Washington Heights,2012-2014,2012-01-02,47.2
827401,657,Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,309,Union Square - Lower East Side,2017-2019,2017-01-01,29
827400,657,Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,310,Lower Manhattan,2017-2019,2017-01-01,18
131246,657,Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,310,Lower Manhattan,2005-2007,2005-01-01,35
131245,657,Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,309,Union Square - Lower East Side,2005-2007,2005-01-01,46.3
518579,659,Asthma emergency departments visits due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,310,Lower Manhattan,2012-2014,2012-01-02,24.6
628929,659,Asthma emergency departments visits due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,206,Borough Park,2015-2017,2015-01-01,14.2
518581,659,Asthma emergency departments visits due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,402,West Queens,2012-2014,2012-01-02,18.1
628946,659,Asthma emergency departments visits due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,402,West Queens,2015-2017,2015-01-01,20.7
628940,659,Asthma emergency departments visits due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,306,Chelsea - Clinton,2015-2017,2015-01-01,27.3
518571,659,Asthma emergency departments visits due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,302,Central Harlem - Morningside Heights,2012-2014,2012-01-02,136.2
131242,657,Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,306,Chelsea - Clinton,2005-2007,2005-01-01,39.1
131346,661,Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,404,Bayside - Little Neck,2005-2007,2005-01-01,1.8
828102,661,Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,504,South Beach - Tottenville,2017-2019,2017-01-01,1
131356,661,Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,504,South Beach - Tottenville,2005-2007,2005-01-01,3.3
827396,657,Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,404,Bayside - Little Neck,2017-2019,2017-01-01,2
131240,657,Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,304,Upper West Side,2005-2007,2005-01-01,32.3
827424,657,Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,104,Pelham - Throgs Neck,2017-2019,2017-01-01,34
131236,657,Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,211,Williamsburg - Bushwick,2005-2007,2005-01-01,118.4
518516,653,Asthma emergency departments visits due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,206,Borough Park,2012-2014,2012-01-02,24
518627,655,Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,310,Lower Manhattan,2012-2014,2012-01-02,6.2
628896,653,Asthma emergency departments visits due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,310,Lower Manhattan,2015-2017,2015-01-01,47.4
518518,653,Asthma emergency departments visits due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,208,Canarsie - Flatlands,2012-2014,2012-01-02,98.8
518529,653,Asthma emergency departments visits due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,308,Greenwich Village - SoHo,2012-2014,2012-01-02,18.5
518613,655,Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,207,East Flatbush - Flatbush,2012-2014,2012-01-02,36.6
518635,655,Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,408,Jamaica,2012-2014,2012-01-02,23.7
518539,653,Asthma emergency departments visits due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,408,Jamaica,2012-2014,2012-01-02,133.6
828038,655,Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,308,Greenwich Village - SoHo,2017-2019,2017-01-01,2
827847,653,Asthma emergency departments visits due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,308,Greenwich Village - SoHo,2017-2019,2017-01-01,18
131052,653,Asthma emergency departments visits due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,308,Greenwich Village - SoHo,2005-2007,2005-01-01,19.9
131148,655,Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,308,Greenwich Village - SoHo,2005-2007,2005-01-01,6.3
827846,653,Asthma emergency departments visits due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,307,Gramercy Park - Murray Hill,2017-2019,2017-01-01,46
628980,655,Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,209,Bensonhurst - Bay Ridge,2015-2017,2015-01-01,4.7
628881,653,Asthma emergency departments visits due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,206,Borough Park,2015-2017,2015-01-01,22.5
628977,655,Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,206,Borough Park,2015-2017,2015-01-01,3
131149,655,Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,309,Union Square - Lower East Side,2005-2007,2005-01-01,16.1
131053,653,Asthma emergency departments visits due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,309,Union Square - Lower East Side,2005-2007,2005-01-01,85.8
828018,655,Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,106,High Bridge - Morrisania,2017-2019,2017-01-01,26
628994,655,Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,402,West Queens,2015-2017,2015-01-01,9
628873,653,Asthma emergency departments visits due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,105,Crotona -Tremont,2015-2017,2015-01-01,199.6
518611,655,Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,205,Sunset Park,2012-2014,2012-01-02,11.6
131036,653,Asthma emergency departments visits due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,203,Bedford Stuyvesant - Crown Heights,2005-2007,2005-01-01,155.7
131029,653,Asthma emergency departments visits due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,103,Fordham - Bronx Pk,2005-2007,2005-01-01,115.8
131031,653,Asthma emergency departments visits due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,105,Crotona -Tremont,2005-2007,2005-01-01,159.6
131127,655,Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,105,Crotona -Tremont,2005-2007,2005-01-01,36
131123,655,Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,101,Kingsbridge - Riverdale,2005-2007,2005-01-01,19.4
828014,655,Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,102,Northeast Bronx,2017-2019,2017-01-01,26
131142,655,Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,302,Central Harlem - Morningside Heights,2005-2007,2005-01-01,41.7
131046,653,Asthma emergency departments visits due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,302,Central Harlem - Morningside Heights,2005-2007,2005-01-01,292.5
131039,653,Asthma emergency departments visits due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,206,Borough Park,2005-2007,2005-01-01,12.4
151564,655,Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,410,Rockaways,2009-2011,2009-01-01,23.6
151468,653,Asthma emergency departments visits due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,410,Rockaways,2009-2011,2009-01-01,137.4
151436,653,Asthma emergency departments visits due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,106,High Bridge - Morrisania,2009-2011,2009-01-01,202
151532,655,Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,106,High Bridge - Morrisania,2009-2011,2009-01-01,38.2
151554,655,Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,310,Lower Manhattan,2009-2011,2009-01-01,9.5
151539,655,Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,206,Borough Park,2009-2011,2009-01-01,5.1
151443,653,Asthma emergency departments visits due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,206,Borough Park,2009-2011,2009-01-01,22.7
151553,655,Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,309,Union Square - Lower East Side,2009-2011,2009-01-01,14.2
151458,653,Asthma emergency departments visits due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,310,Lower Manhattan,2009-2011,2009-01-01,56.8
827828,653,Asthma emergency departments visits due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,107,Hunts Point - Mott Haven,2017-2019,2017-01-01,192
131425,648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,208,Canarsie - Flatlands,2009-2011,2009-01-01,81.7
151466,653,Asthma emergency departments visits due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,408,Jamaica,2009-2011,2009-01-01,144.7
151562,655,Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,408,Jamaica,2009-2011,2009-01-01,28.3
151533,655,Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,107,Hunts Point - Mott Haven,2009-2011,2009-01-01,43.6
151552,655,Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,308,Greenwich Village - SoHo,2009-2011,2009-01-01,6.2
151455,653,Asthma emergency departments visits due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,307,Gramercy Park - Murray Hill,2009-2011,2009-01-01,70
151551,655,Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,307,Gramercy Park - Murray Hill,2009-2011,2009-01-01,10.6
151456,653,Asthma emergency departments visits due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,308,Greenwich Village - SoHo,2009-2011,2009-01-01,24.2
828022,655,Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,203,Bedford Stuyvesant - Crown Heights,2017-2019,2017-01-01,28
